字符串序号	字号大小	简体中文	英语	西班牙语	法语	意大利语	俄语	德语	日语	韩语	土耳其语	乌克兰语	结束列
326	\t	打印机通过触碰床面上的传感器，测量整个床面水平程度，再根据测量结果，在打印过程中进行床网补偿，以获得更好的首层效果。	The printer uses a sensor that touches the heated bed to measure the level of the entire bed. Based on these measurements, bed leveling compensation is applied during printing to achieve better first-layer results.	La impresora utiliza un sensor que toca la cama caliente para medir el nivel de toda la cama. En función de estas mediciones, se aplica una compensación de nivelación de la cama durante la impresión para obtener mejores resultados en la primera capa.	L’imprimante utilise un capteur en contact avec le plateau chauffant pour mesurer le niveau de l’ensemble du plateau. En fonction de ces mesures, la compensation du nivellement du plateau est appliquée pendant l’impression afin d’obtenir de meilleurs résultats pour la première couche.	La stampante utilizza un sensore che tocca il piano riscaldato per misurare il livello dell'intero piano. Sulla base di queste misurazioni, durante la stampa viene applicata una compensazione del livellamento del piano per ottenere risultati migliori per il primo strato.	Принтер использует датчик, который касается нагревательного стола, для измерения уровня всей поверхности. На основе этих измерений во время печати применяется компенсация выравнивания стола для оптимального нанесения первого слоя.	Der Drucker misst die Höhe des gesamten Bettes einen Sensor, der das Heizbett berührt. Auf der Grundlage dieser Messungen wird während des Drucks eine Nivellierung des Druckbetts vorgenommen, um bessere Ergebnisse bei der ersten Schicht zu erzielen.	プリンターは、加熱ベッドに接触するセンサーを使用して、ベッド全体のレベルを測定します。これらの測定に基づいて、印刷中にベッドレベリング補正が行われ、第1層の結果が向上します。	프린터는 가열된 베드에 닿는 센서를 사용하여 전체 베드의 레벨을 측정합니다. 이러한 측정을 기반으로 인쇄 중에 베드 레벨링 보정을 적용하여 더 나은 1차 레이어 결과를 얻습니다.	Yazıcı, tüm yatağın seviyesini ölçmek için ısıtılmış yatağa dokunan bir sensör kullanır. Bu ölçümlere dayanarak, daha iyi ilk katman sonuçları elde etmek için baskı sırasında yatak dengeleme düzeltmesi uygulanır.	Принтер використовує датчик, що стосується нагрівального столу для вимірювання рівня всієї поверхні. На основі цих вимірювань під час друку використовується компенсація вирівнювання столу для оптимального нанесення першого шару.	-  
327	\t	继续挤出	Continue extrusion	Continuar extrusión	Continuer l’extrusion	Continuare l'estrusione	Продолжить экструзию	Extrusion fortsetzen	押出を続行する	압출을 계속합니다	Ekstrüzyona devam edin	Продовжити екструзію	-  
328	\t	调平完成!	Leveling completed!	Nivelación completada.	Nivellement terminé !	Livellamento completato.	Выравнивание завершено!	Nivellierung abgeschlossen!	レベリングが完了しました！	레벨링이 완료되었습니다!	Seviyelendirme Tamamlandı	Вирівнювання завершено!	-  
329	\t	打印平台选项	Build Plate Options	Opciones de la placa de impresión	Options de la plaque d’impression	Opzioni del piano di stampa	Опции рабочего стола	Bauplattenvarianten	ビルドプレートのオプション	빌드 플레이트 옵션	Baskı Tablası Seçenekleri	Опції робочого столу	-  
330	\t	纹理打印板(A面)	Textured Build Plate (Side A)	Placa de impresión texturizada (Lado A)	Plaque d’impression texturée (face A)	Piano di stampa testurizzato (lato A)	Текстурированный рабочий стол (сторона A)	Strukturierte Bauplatte (Seite A)	テクスチャードビルドプレート（A面）	텍스처가 있는 빌드 플레이트(측면 A)	Dokulu Baskı Tablası (A Tarafı)	Текстурований робочий стіл (сторона A)	-  
331	\t	光面打印板(B面)	Smooth Build Plate (Side B)	Placa de impresión suave (Lado B)	Plaque d’impression lisse (face B)	Piano di stampa liscio (lato B)	Гладкий рабочий стол (сторона B)	Glatte Bauplatte (Seite B)	滑らかなビルドプレート（B面）	매끄러운 빌드 플레이트(측면 B)	Pürüzsüz Baskı Tablası (B Tarafı)	Гладкий робочий стіл (сторона B)	-  
332	\t	打印板A、B两面不同，B面粘性强，A面易取模，打印大尺寸模型优先选B面，可保障首层效果、提升成功率。	The two sides of the printing plate, A and B, are different. Side B is sticky and side A is easy to remove models. For large-size models, choose side B first to ensure the first layer's effect and improve the success rate. 	Las dos caras de la placa de impresión, A y B, son diferentes. La B es adhesiva y la A facilita extraer el modelo. Para modelos grandes, elija primero la B para asegurar el efecto de la primera capa y mejorar la tasa de éxito. 	Les deux côtés A et B de la plaque d'impression sont différents. Le côté B est collant et le côté A facilite le retrait des modèles. Pour les grands modèles, choisissez d'abord le côté B pour assurer l'effet de la première couche et améliorer le taux de réussite. 	Le due facce A e B della placca di stampa sono diverse. La B è adesiva, la A facilita la rimozione del modello. Per grandi modelli, scegli B per assicurare l'effetto della prima strato e migliorare la probabilità di successo. 	Две стороны печатной пластины, A и B, отличаются друг от друга. Сторона B липкая, а со стороны A легче снимать модели. При печати крупных моделей предпочтительно выбирайте сторону B, чтобы обеспечить эффект первого слоя и повысить вероятность успеха.	Die beiden Seiten A und B der Druckplatte sind unterschiedlich. B ist klebrig, von A lässt sich das Modell leicht abnehmen. Bei großen Modellen wählen Sie zuerst B, um die Wirkung der ersten Schicht zu sichern und die Erfolgsquote zu steigern.	印刷プレートの A、B 两面は違う。B 面は粘着性が強く、A 面は型取りが易しい。大きいサイズの模型を印刷する時、B 面を優先選択すれば、首层の効果を保証し、成功率を上げられる。 	인쇄판의 두 면, A와 B는 다릅니다. B면은 끈적거리고 A면은 모델을 쉽게 제거할 수 있습니다. 대형 모델의 경우, B면을 먼저 선택하여 첫 번째 레이어의 효과를 보장하고 성공률을 높이세요.	Yazdırma tahtasının A ve B yüzleri farklıdır. B yüzü çok yapışkan, A yüzü kalıbı kolay çıkarır. Büyük modeller için B yüzü tercih edin: ilk katman kalitesi garanti ve başarı oranı yükselir.	Сторони А та В друкованої пластини відрізняються:\nсторона В має більшу адгезію, сторона А – кращу відформованість.\nПри друку великих моделей рекомендується обрати сторону В\nдля покращення адгезії першого шару та підвищення ймовірності успіху.	-  
333	\t	当前选择的打印平台缺失网床数据，是否进行打印前调平	The selected build plate is missing mesh bed data. Level the bed before printing?	La placa de impresión seleccionada no tiene datos de la cama de malla. ¿Desea nivelar la cama antes de imprimir?	Il manque des données sur le plateau en maille de la plaque d’impression sélectionnée. Niveler le plateau avant l’impression ?	Al piano di stampa selezionato mancano i dati del piatto mesh. Livellare il piatto prima di stampare?	У выбранного рабочего стола нет данных о его сетке. Выровнять стол перед печатью?	Für die ausgewählte Bauplatte fehlen Mesh-Bett-Daten. Nivellieren Sie das Druckbett vor dem Druck?	選択されたビルドプレートにはメッシュベッドデータがありません。プリント前にベッドを水平にしますか？	선택된 빌드 플레이트에 메시 베드 데이터가 없습니다. 인쇄하기 전에 베드를 수평으로 맞추시겠습니까?	Seçili baskı tablası ağ yatak verilerine sahip değil. Yazdırmadan önce seviyelendirme yapılsın mı?	Вибраний робочий стіл не має даних про його сітку.	-  
334	\t	取消打印	Cancel	Cancelar	Annuler	Annulla	Отменить	Abbrechen	キャンセル	취소	yazdırmayı iptal et	Скасувати друк	-  
335	\t	异物检测中	Foreign matter detection	Detección de objetos extraños en curso	Détection d'objets étrangers en cours	Rilevamento di oggetti estranei in corso	Выполняется обнаружение постороннего предмета	Fremdkörpererkennung läuft	異物検出中	이물질 검출	yabancı cisim tespiti	В процесі виявлення чужорідностей	-
336	\t	选择打印板后进行调平	Level the bed after selecting the plate.	Nivele la cama después de seleccionar la placa de impresión.	Nivelez le plateau après la sélection de la plaque.	Livellare il piatto dopo aver selezionato il piano.	После выбора стороны выровняйте стол.	Nivellieren Sie das Druckbett, nachdem Sie die Platte ausgewählt haben.	プレートを選択した後、ベッドを水平にします。	플레이트를 선택한 후 침대의 수평을 맞춥니다.	Baskı tablasını seçtikten sonra yatağı seviyelendirin	Після вибору сторони вирівняйте стіл.	-  
337	\t	调平传感器数据采集异常	Leveling sensor data collection error.	Error de recopilación de datos del sensor de nivelación	Erreur de collecte des données du capteur de nivellement	Errore raccolta dati sensore livellamento	Ошибка при сборе данных датчика выравнивания	Fehler bei der Datenerfassung des Füllstandsensors	レベリングセンサーデータ収集エラー	레벨링 센서 데이터 수집 오류.	Seviyeleme sensörü veri toplama hatası.	Помилка при зборі даних датчика вирівнювання	-  
338	\t	平台倾斜度过大、传感器损坏或受环境影响	The platform is overly inclined, sensor damaged or affected by environment. 	La inclinación de la plataforma es excesiva, el sensor está dañado o afectado por el entorno. 	L'inclinaison de la plateforme est excessive, le capteur est endommagé ou affecté par l'environnement. 	L'inclinazione della piattaforma è eccessiva, il sensore è danneggiato o influenzato dall'ambiente. 	Наклон платформы чрезмерен, датчик поломан или под влиянием окружающей среды. 	Plattformneigung zu stark, Sensor beschädigt oder umweltbeeinflusst. 	プラットフォーム傾斜度過大、センサー損傷、または環境影響。	플랫폼이 지나치게 기울어져 있거나, 센서가 손상되었거나 환경의 영향을 받고 있습니다.	Platform eğimi çok fazla, sensör arızası veya çevresel parazit (cihaz kapalıyken sorun giderin)	Занадто великий нахил платформи, збій датчика або вплив навколишнього середовища.	-  
339	\t	正在恢复中...	Restoring...	Restaurando...	Restauration...	Ripristino...	Восстановление...	Wird wiederhergestellt ...	復元中・・・	복원 중…	Geri Yükleniyor…	Відновлення після втрати електропостачання	-  
340	\t	不再提示	Skip	Saltar	Passer	Salta	Пропустить	Überspringen	スキップ	스킵	Tekrar Gösterme	Більше не показувати	-  
341	\t	光面打印板(B面)	Smooth Build Plate (Side B)	Placa de impresión suave (Lado B)	Plaque d’impression lisse (face B)	Piano di stampa liscio (lato B)	Гладкий рабочий стол (сторона B)	Glatte Bauplatte (Seite B)	滑らかなビルドプレート（B面）	매끄러운 빌드 플레이트(측면 B)	Pürüzsüz Baskı Tablası (B Tarafı)	Гладкий робочий стіл (сторона B)	-  
342	\t	大约20分钟	About 20 min	Unos 20 min	Environ 20 min	Circa 20 min	Около 20 минут.	Etwa 20 Min	約20分	약 20분 정도	Yaklaşık 20 dakika.	Близько 20 хвилин	-  
343	\t	打印平台的变化（更换、老化、维修）可能产生一定的Z轴偏移,可以根据当前首层情况的进行上下微调整；	Changes in the printing platform (replacement, aging, \nmaintenance) may cause a certain Z-axis offset. \nMinor adjustments up or down can be made according to the \ncurrent situation of the first layer.	Los cambios en la plataforma de impresión (reemplazo, envejecimiento, reparación) pueden causar cierta desviación en el eje Z. Se puede realizar un ajuste minucioso hacia arriba o hacia abajo en función del estado de la primera capa actual.	Les modifications de la plateforme d'impression (remplacement,usure, maintenance) peuvent entraîner un certain décalage de l'axe Z. Des ajustements mineurs vers le haut ou vers le bas peuvent être effectués en fonction de la situation actuelle de la première couche.	Les modifications de la plateforme d'impression (remplacement,usure, maintenance) peuvent entraîner un certain décalage de l'axe Z. Des ajustements mineurs vers le haut ou vers le bas peuvent être effectués en fonction de la situation actuelle de la première couche.	Изменения на платформе для печати (замена, износ, обслуживание) могут вызвать определенное смещение по оси Z. Можно делать небольшие корректировки вверх или вниз, исходя из текущей ситуации первого слоя.	Änderungen an der Druckplattform (Ersatz, Alterung, Wartung) können zu einem gewissen Z-Achsen-Versatz führen. Je nach der aktuellen Situation der ersten Schicht können kleinere Anpassungen nach oben oder unten vorgenommen werden.	印刷プラットフォームの変化（交換、劣化、メンテナンス）により、Z軸のオフセットが生じることがあります。最初の層の現状に応じて、上下方向への微調整を行うことができます。	인쇄 플랫폼의 변경(교체, 노후화, 유지 관리)으로 인해 특정 Z축 오프셋이 발생할 수 있습니다. 첫 번째 레이어의 현재 상황에 따라 위아래로 미세하게 조정할 수 있습니다.	Baskı Tablasındaki değişiklikler (değiştirme, aşınma veya bakım) hafif Z ekseni kaymalarına neden olabilir. İlk katman durumuna göre yukarı veya aşağı ayarlayın;	Зміни робочого столу (заміна, знос або технічне обслуговування) можуть призвести до незначного зміщення осі Z. Відрегулюйте положення вгору або вниз з урахуванням першого шару;	-  
344	\t	是否将该偏移值保存后清零	Whether to save this offset value and then clear it to zero.	¿Guardar este valor de desviación y luego restablecerlo a cero?	Faut-il enregistrer cette valeur de décalage puis la remettre à zéro?	Bisogna salvare questo valore di offset e poi azzerarlo?	Нужно ли сохранить это значение смещения и затем обнулить его?	Soll dieser Offset-Wert gespeichert und anschließend auf Null gesetzt werden?	このオフセット値を保存してからゼロにリセットする必要がありますか。	이 오프셋 값을 저장한 뒤 0으로 지울지 여부입니다.	Ofset değerini kaydedin ve sıfırlayın?	Зберегти та скинути значення зсуву?	-  
345	\t	打印记录及延时摄影文件	Print log and time-lapse files	Imprima registros y archivos de fotografía a intervalos	Imprimer les fichiers journaux et time-lapse	Registro di stampa e file di time-lapse	Журнал печати и файлы таймлапсов	Druckprotokoll und Zeitrafferdateien	ログとタイムラプスファイルを印刷	로그 및 타임랩스 파일 인쇄	Kayıt ve zaman atlamalı dosyaları yazdır	Журнал друку та файли таймлапсів	-  
346	\t	风量调节	Air Volume Control	Ajuste del viento	Adjustement du vent	Regolazione del vento	Регулировка ветра	Windregelung	ふうりょうちょうせい	풍량 조절	hava miktarı ayarı	регуляція повітряного потоку	-  
347	\t	摄像头连接异常，延时摄影生成失败
348	\t	堵头检测自恢复中...	
349	\t	检测到机器可能发生堵头或缠料，请确认机器状态
350	\t	耗材	filament	-	-	-	-	-	-	-  
351	\t	多色盒子未启用，将使用当前料架耗材打印	-	-	-	-	-	-	-	-
352	\t	启用DSHZ	-	-	-	-	-	-	-	-
353	\t	/	-	-	-	-	-	-	-	-  
354	\t	A2	-	-	-	-	-	-	-	-  
355	\t	耗材选择	filament	-	-	-	-	-	-	-  
356	\t	1/1	1/1	-	-	-	-	-	-	-  
357	\t	PLA	-	-	-	-	-	-	-	-  
358	\t	料盘支架	-	-	-	-	-	-	-	-  
359	\t	注：请选中一个料槽后点击进料/退料	-	-	-	-	-	-	-	-  
360	\t	无	-	-	-	-	-	-	-	-
361	\t	45	-	-	-	-	-	-	-	- 
362	\t	DSHZ控制界面	-	-	-	-	-	-	-	-  
363	\t	已识别耗材信息	-	-	-	-	-	-	-	-  
364	\t	当前舱内湿度按钮	-	-	-	-	-	-	-	-  
365	\t	编辑耗材信息按钮	-	-	-	-	-	-	-	-  
366	\t	刷新耗材识别按钮	-	-	-	-	-	-	-	-  
367	\t	舱内湿度	-	-	-	-	-	-	-	-  
368	\t	烘干开关	-	-	-	-	-	-	-	-  
369	\t	xH	-	-	-	-	-	-	-	-  
370	\t	烘干时长	-	-	-	-	-	-	-	-  
371	\t	正常	-	-	-	-	-	-	-	-  
372	\t	偏高	-	-	-	-	-	-	-	-  
373	\t	高	-	-	-	-	-	-	-	-  
374	\t	当前	-	-	-	-	-	-	-	-  
375	\t	品牌	-	-	-	-	-	-	-	-  
376	\t	颜色	-	-	-	-	-	-	-	-  
377	\t	喷嘴温度	-	-	-	-	-	-	-	-  
378	\t	最低	-	-	-	-	-	-	-	-  
379	\t	最高	-	-	-	-	-	-	-	-  
380	\t	重置	-	-	-	-	-	-	-	-  
381	\t	ELEGOO	-	-	-	-	-	-	-	-  
382	\t	PLA-CF	-	-	-	-	-	-	-	-  
383	\t	190°C	-	-	-	-	-	-	-	-  
384	\t	220°C	-	-	-	-	-	-	-	-  
385	\t	盒子	-	-	-	-	-	-	-	-  
386	\t	更多	-	-	-	-	-	-	-	-  
387	\t	当插入新的耗材时，多色盒子会自动读取耗材信息。这个过程大约需要20秒\n注意:如果是在打印过程中插入新的耗材丝，多色盒子会在打印结束后自动读取此 耗材信息。	-	-	-	-	-	-	-	- 
388	\t	每次开机时，多色盒子将会自动读取其所插入的耗材信息(读取过程会旋转料卷)。 需要花时大约1分钟。	-	-	-	-	-	-	-	-  
389	\t	当前槽位耗材用尽后将自动切换到属性完全相同的耗材。	-	-	-	-	-	-	-	-  
390	\t	插入时检测	-	-	-	-	-	-	-	-  
391	\t	开机时检测	-	-	-	-	-	-	-	-  
392	\t	自动续料	-	-	-	-	-	-	-	-  
393	\t	配置打印任务中的耗材选择说明	-	-	-	-	-	-	-	-  
394	\t	此打印任务中使用的耗材	-	-	-	-	-	-	-	-  
395	\t	用于此耗材的DSHZ槽位	-	-	-	-	-	-	-	-  
396	\t	手动点击，选择DSHZ槽位	-	-	-	-	-	-	-	-  
397	\t	关闭	-	-	-	-	-	-	-	-  
398	\t	耗材送往挤出机失败，可能是因为耗\n材缠住或料盘卡住，也可能是耗材箱\n铁氟龙管未接上	-	-	-	-	-	-	-	-  
399	\t	耗材挤出失败，请检查挤出机是否堵塞	-	-	-	-	-	-	-	-  
400	\t	耗材退出挤出机失败，可能堵头或耗\n材卡在挤出机内部	-	-	-	-	-	-	-	-  
401	\t	耗材送出耗材箱失败，请取出耗材剪平料\n头重新插入，如果异常继续请检查耗材箱\n内部铁氟龙管有无磨损	-	-	-	-	-	-	-	-  
402	\t	类型	-	-	-	-	-	-	-	-  
403	\t	不支持在打印中编辑耗材	-	-	-	-	-	-	-	-  
404	\t	标记为 - - 的耗材需要手动指定\n所在DSHZ的槽位	-	-	-	-	-	-	-	-  
405	\t	耗材烘干	-	-	-	-	-	-	-	-  
406	\t	°C	-	-	-	-	-	-	-	-  
407	\t	h	-	-	-	-	-	-	-	-  
408	\t	耗材烘干设置	-	-	-	-	-	-	-	-  
409	\t	耗材类型	-	-	-	-	-	-	-	-  
410	\t	烘干时长(h)	-	-	-	-	-	-	-	-  
411	\t	烘干温度(°C)	-	-	-	-	-	-	-	-  
412	\t	暂时无法烘干\n· 处于打印占用状态\n #AEAEAE 打印中可能会使用到该台耗材箱#	-	-	-	-	-	-	-  
413	\t	内循环加热	-	-	-	-	-	-	-  
414	\t	请拔出并收纳耗材（如图）	-	-	-	-	-	-	-  
415	\t	若将材料置于进料口烘干，因烘干温度高于\n耗材软化温度，可能导致 PLA、TPU 等易软\n化材料变形。	-	-	-	-	-	-	-  
416	\t	未知耗材默认按 PLA 材料处理	-	-	-	-	-	-	-  
417	\t	舱内耗材收纳状态	-	-	-	-	-	-	-  
418	\t	进退料状态	-	-	-	-	-	-	-  
419	\t	请设置对应的颜色	-	-	-	-	-	-	-  
420	\t	请开启多色盒子	-	-	-	-	-	-	-  
421	\t	PTC异常加热，加热到极限温度	-	-	-	-	-	-	-
422	\t	里程器状态异常，里程统计异常	-	-	-	-	-	-	-
423	\t	E400通讯异常，通讯断开超过5s	-	-	-	-	-	-	-
424	\t	请求自动切料状态超时没有得到处理	-	-	-	-	-	-	-
425	\t	5通口从输入口推进材料到输出口超时，堵料!	-	-	-	-	-	-	-
426	\t	5通口出口端推进材料到缓冲器超时，堵料!	-	-	-	-	-	-	-
427	\t	向前探材料时，伸出长度超过到五通口了	-	-	-	-	-	-	-
428	\t	注:请选中一个料槽后点击进料/退料	-	-	-	-	-	-	-	-	-
429	\t	编辑	-	-	-	-	-	-	-	-	-	
430	\t	检查耗材位置	-	-	-	-	-	-	-	-	-
431	\t	切断耗材	-	-	-	-	-	-	-	-	-
432	\t	抽回当前耗材	-	-	-	-	-	-	-	-	-
433	\t	送出新耗材	-	-	-	-	-	-	-	-	-
434	\t	冲刷旧耗材	-	-	-	-	-	-	-	-	-
435	\t	RFID识别当前耗材为:	-	-	-	-	-	-	-	-	-
436	\t	请选择将当前耗材应用于哪个槽位	-	-	-	-	-	-	-	-	-
437	\t	请放置耗材	-	-	-	-	-	-	-
438	\t	耗材箱与打印机通讯异常请检查接线	-	-	-	-	-	-	-
439	\t	供料缓冲器异常	-	-	-	-	-	-	-	-	-
430	\t	耗材送往挤出机失败，可能是因为耗材缠住或料盘卡住，也可能是耗材箱铁氟龙管未接上	-	-	-	-	-	-	-	-	-
441	\t	耗材退出挤出机失败，可能堵头或耗材卡在挤出机内部	-	-	-	-	-	-	-	-	-
442	\t	耗材送出耗材箱失败，请取出耗材剪平料头重新插入，如果异常继续请检查耗材箱内部铁氟龙管有无磨损	-	-	-	-	-	-	-	-	-
443	\t	耗材即将用尽请更换耗材	-	-	-	-	-	-	-	-	-
444	\t	请检查当前更换的耗材是否符合预期	-	-	-	-	-	-	-	-	-
445	\t	名称	-	-	-	-	-	-	-	-	-
446	\t	其他颜色	-	-	-	-	-	-	-	-	-
447	\t	AMS选项	-	-	-	-	-	-	-	-	-
